day,BON,TDA,JDA,MCN,IHR,LMN,LGS,LWG,BON,TDA,JDA,MCN,PRD,WAN,RIS,RRH,WEL,CHJ,GCL,CIBW
141,13.6208333333333,13.3583333333333,13.1625,12.8,12.6625,11.9541666666667,11.3,11.1,13.6208333333333,13.3583333333333,13.1625,12.8,10.8083333333333,10.8,10.5708333333333,10.45,10.8,10.4166666666667,11.9708333333333,10.5708333333333
142,13.5416666666667,13.3583333333333,13.125,12.5083333333333,12.4208333333333,11.4333333333333,11.1125,11.3458333333333,13.5416666666667,13.3583333333333,13.125,12.5083333333333,11.0833333333333,11.0375,10.12,10.3478260869565,10.9,10.3916666666667,12.025,10.3541666666667
143,13.65,13.425,13.3208333333333,12.45,12.15,11.2958333333333,11.2916666666667,11.2875,13.65,13.425,13.3208333333333,12.45,11.35,11.6666666666667,10.9347826086957,11.0952380952381,11.1,10.4708333333333,11.8041666666667,10.2666666666667
144,13.6375,13.7416666666667,13.4166666666667,12.7291666666667,12.0166666666667,11.5833333333333,11.8041666666667,11.5875,13.6375,13.7416666666667,13.4166666666667,12.7291666666667,11.4875,11.0458333333333,11.0636363636364,11.4090909090909,11,10.3041666666667,11.7791666666667,10.4791666666667
145,13.6791666666667,13.6208333333333,13.3708333333333,12.7541666666667,12.0041666666667,11.8333333333333,11.7583333333333,11.7958333333333,13.6791666666667,13.6208333333333,13.3708333333333,12.7541666666667,11.275,11.225,11.4583333333333,11.395652173913,10.7,10.3375,11.85,10.7166666666667
146,13.6875,13.6583333333333,13.4916666666667,12.7583333333333,12.3208333333333,12.0041666666667,11.8833333333333,11.725,13.6875,13.6583333333333,13.4916666666667,12.7583333333333,11.6291666666667,11.7458333333333,11.3173913043478,11.3136363636364,10.8,10.1875,12.6083333333333,10.9458333333333
147,13.8791666666667,13.8666666666667,13.575,13.1541666666667,12.6708333333333,12.2291666666667,12.2666666666667,12.1625,13.8791666666667,13.8666666666667,13.575,13.1541666666667,12.2208333333333,12.4,11.35,11.1833333333333,10.9,10.5333333333333,11.8708333333333,11.3291666666667
148,14.0791666666667,13.9625,13.5583333333333,13.3833333333333,12.9041666666667,12.5583333333333,12.4125,12.4916666666667,14.0791666666667,13.9625,13.5583333333333,13.3833333333333,12.475,12.6875,11.6086956521739,11.4130434782609,11.1,11.0083333333333,12.0208333333333,11.8375
149,14.2416666666667,14.1666666666667,13.9458333333333,13.7375,13.2541666666667,12.9041666666667,12.8521739130435,12.8083333333333,14.2416666666667,14.1666666666667,13.9458333333333,13.7375,12.6,12.4375,11.775,11.6130434782609,11.8,11.325,12.225,12.2583333333333
150,14.4791666666667,14.5208333333333,14.0458333333333,14.2083333333333,13.4791666666667,13.1125,13.125,13.3,14.4791666666667,14.5208333333333,14.0458333333333,14.2083333333333,12.5916666666667,12.8416666666667,12.1652173913043,12.1136363636364,12.1,11.3083333333333,12.4625,12.4291666666667
151,14.875,14.6,14.3333333333333,14.425,13.6208333333333,13.525,13.475,13.7291666666667,14.875,14.6,14.3333333333333,14.425,13,12.72,12.5894736842105,12.5090909090909,12,11.6041666666667,12.495,12.5958333333333
152,15.01,14.9541666666667,14.6583333333333,14.5708333333333,14.0083333333333,13.8291666666667,13.9041666666667,13.9541666666667,15.01,14.9541666666667,14.6583333333333,14.5708333333333,13.15,13.3083333333333,12.8590909090909,12.6833333333333,12.5,11.9125,12.4333333333333,13.0625
153,15.2947368421053,15.25,15.025,14.7041666666667,14.3458333333333,14.3458333333333,14.4291666666667,14.0541666666667,15.2947368421053,15.25,15.025,14.7041666666667,13.6083333333333,13.7875,13.0739130434783,12.9318181818182,13.2,12.0833333333333,12.4708333333333,13.225
154,15.4363636363636,15.5625,15.3666666666667,15.0041666666667,14.7875,14.7916666666667,14.7416666666667,14.1708333333333,15.4363636363636,15.5625,15.3666666666667,15.0041666666667,13.8083333333333,13.6208333333333,13.4380952380952,13.4545454545455,13.2,12.2125,12.2375,13.1833333333333
155,15.6222222222222,15.7916666666667,15.5708333333333,15.275,15.2083333333333,14.9375,14.8416666666667,14.5,15.6222222222222,15.7916666666667,15.5708333333333,15.275,14.0291666666667,14.0416666666667,13.6619047619048,13.6,13.2,12.0625,12.4416666666667,13.3125
156,15.83125,15.9,15.6541666666667,15.5708333333333,15.3333333333333,15.0416666666667,14.8666666666667,14.6083333333333,15.83125,15.9,15.6541666666667,15.5708333333333,14.1833333333333,14.1666666666667,13.7454545454545,13.6772727272727,12.4,12.0125,12.2375,13.7916666666667
157,15.8478260869565,15.8181818181818,15.6666666666667,15.6875,15.2416666666667,15,14.9375,14.6541666666667,15.8478260869565,15.8181818181818,15.6666666666667,15.6875,14.0833333333333,13.9708333333333,13.525,13.3434782608696,12.6,11.7041666666667,12.1791666666667,13.8875
158,15.7208333333333,15.75,15.7291666666667,15.4041666666667,14.9791666666667,14.975,14.8708333333333,14.6458333333333,15.7208333333333,15.75,15.7291666666667,15.4041666666667,14.0454545454545,13.8454545454545,13.2,12.9818181818182,12.4,11.8166666666667,12.1958333333333,13.4208333333333
159,15.6833333333333,15.8166666666667,15.7458333333333,15.0708333333333,14.9875,14.9708333333333,14.7166666666667,14.2666666666667,15.6833333333333,15.8166666666667,15.7458333333333,15.0708333333333,,,13.0681818181818,12.8954545454545,12,11.95,12.1625,13.0708333333333
160,15.9666666666667,16.0583333333333,15.9,15.1833333333333,15.0708333333333,14.8416666666667,14.8875,13.8958333333333,15.9666666666667,16.0583333333333,15.9,15.1833333333333,,,13.0652173913043,12.8217391304348,12.8,12.0583333333333,12.525,13.3625
161,16.3541666666667,16.3166666666667,15.9791666666667,15.6,15.2041666666667,15.0125,14.9916666666667,13.7708333333333,16.3541666666667,16.3166666666667,15.9791666666667,15.6,14.2125,14.4666666666667,13.0782608695652,12.9136363636364,12.4,12.1333333333333,12.3,12.9333333333333
162,16.7625,16.4333333333333,16.3125,16.2166666666667,15.3416666666667,15.3,14.925,13.8541666666667,16.7625,16.4333333333333,16.3125,16.2166666666667,14.3166666666667,14.725,13.404347826087,13.2,12.7,12.3791666666667,12.5208333333333,13.0041666666667
163,17.0083333333333,16.6833333333333,16.5583333333333,16.3833333333333,15.6666666666667,15.3333333333333,14.9208333333333,14.1958333333333,17.0083333333333,16.6833333333333,16.5583333333333,16.3833333333333,14.375,15.0041666666667,13.6045454545455,13.3416666666667,13.1,12.825,13.0625,13.9
164,17.2083333333333,16.9583333333333,16.6125,16.5458333333333,16.025,15.3458333333333,15.0708333333333,15.0166666666667,17.2083333333333,16.9583333333333,16.6125,16.5458333333333,14.6375,14.5041666666667,14.0052631578947,13.5619047619048,13.8,13.0958333333333,13.6916666666667,14.5166666666667
165,17.2166666666667,16.8916666666667,16.5958333333333,16.6791666666667,16.1375,15.475,15.3375,15.975,17.2166666666667,16.8916666666667,16.5958333333333,16.6791666666667,14.95,14.7375,14.1545454545455,13.8869565217391,14,13.2708333333333,13.9583333333333,14.6125
166,17.1375,17.0583333333333,16.975,16.8083333333333,16.1125,15.4541666666667,15.6375,16.7458333333333,17.1375,17.0583333333333,16.975,16.8083333333333,14.9833333333333,15.1083333333333,14.4181818181818,14.3,14.4,13.525,14.275,15.175
167,17.175,17.5333333333333,17.4166666666667,16.8916666666667,16.075,15.4208333333333,16.3458333333333,17.0208333333333,17.175,17.5333333333333,17.4166666666667,16.8916666666667,15.2583333333333,15.6125,14.8318181818182,14.7958333333333,14.8,13.6666666666667,14.2208333333333,16.1125
168,17.5333333333333,17.8916666666667,17.6916666666667,17.0416666666667,16.0833333333333,15.8375,17.3458333333333,17.2416666666667,17.5333333333333,17.8916666666667,17.6916666666667,17.0416666666667,15.33,15.25,15.3260869565217,15.1478260869565,14.8,13.7083333333333,14.5291666666667,16.4291666666667
169,17.9083333333333,18.1458333333333,17.8666666666667,17.0583333333333,16.3333333333333,16.5375,17.8458333333333,17.5791666666667,17.9083333333333,18.1458333333333,17.8666666666667,17.0583333333333,15.8291666666667,15.5666666666667,15.4565217391304,15.2625,14.7,13.6958333333333,14.2333333333333,16.4875
170,17.8375,17.9291666666667,17.8708333333333,17.3458333333333,16.7166666666667,17.2291666666667,17.975,17.8125,17.8375,17.9291666666667,17.8708333333333,17.3458333333333,15.8833333333333,15.7083333333333,15.585,15.4761904761905,14.7,13.475,14.1125,16.4416666666667
171,17.5708333333333,17.675,17.9291666666667,17.35,17.0125,17.3791666666667,17.8916666666667,17.875,17.5708333333333,17.675,17.9291666666667,17.35,15.7416666666667,15.7208333333333,15.4363636363636,15.0208333333333,13.9,13.3083333333333,14.1291666666667,16.95
172,17.4833333333333,17.825,17.925,17.3125,17.1708333333333,17.4375,17.85,17.6791666666667,17.4833333333333,17.825,17.925,17.3125,15.7625,15.6375,14.9,14.5782608695652,13.8,13.1666666666667,14.1916666666667,16.95
173,17.575,17.9958333333333,17.9125,17.0666666666667,17.2666666666667,17.6125,17.9208333333333,17.2041666666667,17.575,17.9958333333333,17.9125,17.0666666666667,16.0416666666667,,14.7380952380952,14.3434782608696,14.3,13.3208333333333,15.0833333333333,16.7625
174,17.7375,18.0041666666667,17.8083333333333,16.7708333333333,17.5416666666667,17.7791666666667,17.9083333333333,16.2916666666667,17.7375,18.0041666666667,17.8083333333333,16.7708333333333,16.0416666666667,,14.6208333333333,14.5291666666667,14.2,13.5166666666667,14.9791666666667,16.0541666666667
175,17.8916666666667,17.8666666666667,17.6291666666667,16.9333333333333,17.7375,17.8416666666667,18,15.8916666666667,17.8916666666667,17.8666666666667,17.6291666666667,16.9333333333333,15.9958333333333,15.8625,14.7608695652174,14.5739130434783,14.1,13.4583333333333,14.5916666666667,15.8375
176,18.0416666666667,17.825,17.5583333333333,17.4916666666667,18.0041666666667,17.8625,18.0541666666667,15.8916666666667,18.0416666666667,17.825,17.5583333333333,17.4916666666667,16.0083333333333,16.0833333333333,14.9173913043478,14.7130434782609,14.1,13.4,15.3083333333333,16.0291666666667
177,17.9583333333333,17.775,17.6458333333333,17.7291666666667,18.2166666666667,17.9166666666667,17.825,16.0333333333333,17.9583333333333,17.775,17.6458333333333,17.7291666666667,15.7416666666667,15.8,14.8772727272727,14.647619047619,14.3,13.5666666666667,16.0958333333333,15.8833333333333
178,17.7833333333333,17.7875,17.75,17.8708333333333,18.4791666666667,18.0916666666667,17.1166666666667,16.1833333333333,17.7833333333333,17.7875,17.75,17.8708333333333,15.5166666666667,15.4769230769231,14.85,14.6227272727273,14.2,13.975,15.9125,15.4125
179,17.825,17.925,17.8083333333333,17.8458333333333,18.3958333333333,18.0583333333333,17.0833333333333,16.525,17.825,17.925,17.8083333333333,17.8458333333333,15.5458333333333,15.44,14.7,14.4857142857143,14.3,14.3625,15.9708333333333,15.4708333333333
180,18.0708333333333,18.1166666666667,17.8833333333333,17.7375,18.4333333333333,17.775,17.1583333333333,16.8375,18.0708333333333,18.1166666666667,17.8833333333333,17.7375,15.6416666666667,17.33,14.7523809523809,14.6954545454545,14.9,14.3416666666667,16.1166666666667,15.4708333333333
181,18.4,18.25,18.0125,17.725,18.5125,17.3625,17.0833333333333,16.8916666666667,18.4,18.25,18.0125,17.725,16.06,16.94,14.99,15.0181818181818,14.8,14.3875,16.75,15.1125
182,18.5666666666667,18.2958333333333,18.2416666666667,18.0041666666667,18.7541666666667,17.2083333333333,17.1208333333333,17.0625,18.5666666666667,18.2958333333333,18.2416666666667,18.0041666666667,16.0666666666667,16.35,15.4136363636364,15.4291666666667,15.0875,14.8791666666667,16.7791666666667,15.4833333333333
183,18.3958333333333,18.2208333333333,18.2916666666667,18.1083333333333,18.7625,17.25,17.2416666666667,17.5833333333333,18.3958333333333,18.2208333333333,18.2916666666667,18.1083333333333,16.1708333333333,15.825,15.8416666666667,15.6708333333333,15.4541666666667,14.95,17.4916666666667,15.8541666666667
184,18.2708333333333,18.325,18.4666666666667,18.4583333333333,18.8208333333333,17.8458333333333,17.8708333333333,18.2458333333333,18.2708333333333,18.325,18.4666666666667,18.4583333333333,16.0875,16.3041666666667,15.9904761904762,15.795652173913,15.5666666666667,14.8416666666667,17.6291666666667,15.7958333333333
185,18.4375,18.6583333333333,18.675,18.4625,18.6291666666667,17.6208333333333,18.5,18.7458333333333,18.4375,18.6583333333333,18.675,18.4625,16.4083333333333,16.6208333333333,16.1454545454545,16.0590909090909,15.5541666666667,15.2375,18.9416666666667,15.1791666666667
186,18.5833333333333,18.9208333333333,18.9375,18.3916666666667,18.4708333333333,17.4541666666667,18.5291666666667,19.1333333333333,18.5833333333333,18.9208333333333,18.9375,18.3916666666667,16.6166666666667,17.0541666666667,16.4708333333333,16.4708333333333,15.8166666666667,15.25,17.8333333333333,15.0208333333333
187,18.675,19.1208333333333,19.0625,18.4958333333333,18.5291666666667,17.8416666666667,18.4416666666667,19.3375,18.675,19.1208333333333,19.0625,18.4958333333333,16.9458333333333,17.3833333333333,16.7318181818182,16.3727272727273,16.0666666666667,15.3833333333333,17.4125,15.8708333333333
188,18.7291666666667,19.0833333333333,19.1083333333333,18.7708333333333,18.8208333333333,18.5625,18.675,19.3625,18.7291666666667,19.0833333333333,19.1083333333333,18.7708333333333,17.0583333333333,17.2083333333333,16.6590909090909,16.5761904761905,15.9875,15.3708333333333,17.7708333333333,16.8083333333333
189,18.9958333333333,19.1875,19.1875,18.8041666666667,18.6708333333333,18.7458333333333,19.5208333333333,19.5125,18.9958333333333,19.1875,19.1875,18.8041666666667,17.1625,17.8125,16.8,16.7,16.0958333333333,15.3291666666667,17.9666666666667,16.9958333333333
190,19.1958333333333,19.3625,19.2708333333333,18.8541666666667,18.7083333333333,18.6625,19.9416666666667,19.3625,19.1958333333333,19.3625,19.2708333333333,18.8541666666667,17.4916666666667,17.875,17.1136363636364,16.7619047619048,15.8875,15.3041666666667,17.7833333333333,16.6583333333333
191,19.2791666666667,19.4666666666667,19.3833333333333,19.1,18.85,18.7708333333333,20.0166666666667,18.9875,19.2791666666667,19.4666666666667,19.3833333333333,19.1,17.6666666666667,17.8416666666667,16.985,16.75,15.8208333333333,15.1375,17.6416666666667,16.1208333333333
192,19.5291666666667,19.6083333333333,19.5625,19.0916666666667,19.1375,19.1625,20.0166666666667,18.5333333333333,19.5291666666667,19.6083333333333,19.5625,19.0916666666667,17.8125,17.9583333333333,17.104347826087,16.7666666666667,15.9208333333333,15.7916666666667,17.3208333333333,15.7541666666667
193,19.8583333333333,19.8625,19.7625,19.3083333333333,19.4541666666667,19.8083333333333,20.15,18.3958333333333,19.8583333333333,19.8625,19.7625,19.3083333333333,17.9125,18.6416666666667,16.89,16.5545454545455,15.9541666666667,16.3916666666667,17.475,16.525
194,20.0291666666667,19.9458333333333,19.8666666666667,19.4791666666667,19.7,20.0083333333333,20.3166666666667,18.5166666666667,20.0291666666667,19.9458333333333,19.8666666666667,19.4791666666667,18.1833333333333,18.125,16.8375,16.6739130434783,16.5083333333333,16.25,17.5583333333333,17.0708333333333
195,20.1458333333333,20.0833333333333,20.0791666666667,19.8125,19.9166666666667,20.0916666666667,19.9625,18.5083333333333,20.1458333333333,20.0833333333333,20.0791666666667,19.8125,18.1583333333333,18.0583333333333,16.95,16.7136363636364,17.1,16.5166666666667,17.3666666666667,16.6083333333333
196,20.2625,20.2166666666667,20.225,20.0916666666667,20.4083333333333,20.3208333333333,20.0791666666667,18.8291666666667,20.2625,20.2166666666667,20.225,20.0916666666667,18.1625,17.9625,16.975,16.9625,16.9708333333333,16.7458333333333,17.0125,16.6625
197,20.375,20.3583333333333,20.3916666666667,20.1375,20.5875,20.3416666666667,19.8791666666667,19.25,20.375,20.3583333333333,20.3916666666667,20.1375,18.0708333333333,18.0791666666667,17.3304347826087,17.4130434782609,17.1166666666667,16.5541666666667,17.0541666666667,16.9833333333333
198,20.375,20.4916666666667,20.4458333333333,20.2291666666667,20.6521739130435,20.3125,19.55,19.325,20.375,20.4916666666667,20.4458333333333,20.2291666666667,17.9,17.7416666666667,17.665,17.45,17.0625,15.7333333333333,17.0458333333333,16.2583333333333
199,20.325,20.4916666666667,20.4791666666667,20.3666666666667,20.9291666666667,20.5083333333333,19.65,19.1375,20.325,20.4916666666667,20.4791666666667,20.3666666666667,17.775,17.5333333333333,17.6,17.5608695652174,16.4833333333333,16.0708333333333,16.9625,15.4541666666667
200,20.3458333333333,20.3791666666667,20.5291666666667,20.2541666666667,20.9916666666667,20.5333333333333,20.1791666666667,19.2041666666667,20.3458333333333,20.3791666666667,20.5291666666667,20.2541666666667,17.5125,17.8875,17.6,17.4478260869565,16.3708333333333,16.4,17.1666666666667,16.1375
201,20.4125,20.5083333333333,20.6708333333333,20.2125,20.9166666666667,20.0875,20.3125,19.0666666666667,20.4125,20.5083333333333,20.6708333333333,20.2125,17.8333333333333,18.9333333333333,17.6,17.0913043478261,16.8208333333333,16.3541666666667,17.1791666666667,17.0125
202,20.6041666666667,20.7416666666667,20.9916666666667,20.2166666666667,20.7208333333333,20.1291666666667,20.1625,18.8833333333333,20.6041666666667,20.7416666666667,20.9916666666667,20.2166666666667,18.3416666666667,19.3958333333333,17.6,17.2208333333333,17.0916666666667,16.5409090909091,17.35,17.1
203,20.7958333333333,21.0666666666667,21.0791666666667,20.2333333333333,20.7041666666667,20.2458333333333,20.1208333333333,18.6708333333333,20.7958333333333,21.0666666666667,21.0791666666667,20.2333333333333,18.6416666666667,19.2416666666667,17.5347826086957,17.325,17.1583333333333,16.4166666666667,17.3958333333333,16.775
204,20.9,21.0875,20.8916666666667,20.1291666666667,20.7458333333333,20.3125,20.0916666666667,18.2791666666667,20.9,21.0875,20.8916666666667,20.1291666666667,18.875,18.9291666666667,17.8352941176471,17.7368421052632,17.1130434782609,16.35,17.5375,16.9375
205,20.8916666666667,20.8,20.8958333333333,20.175,20.825,20.4583333333333,19.7708333333333,17.9833333333333,20.8916666666667,20.8,20.8958333333333,20.175,18.6375,18.4375,17.9277777777778,17.8,17.1791666666667,16.5333333333333,17.7708333333333,17.1125
206,21.1541666666667,20.95,21.1083333333333,20.5708333333333,21.1041666666667,20.9375,20.2791666666667,18.3708333333333,21.1541666666667,20.95,21.1083333333333,20.5708333333333,18.4083333333333,19.1125,17.985,17.6380952380952,17.1791666666667,17.0833333333333,17.55,17.2625
207,21.375,21.2916666666667,21.325,20.8291666666667,21.0375,20.75,20.2708333333333,19.125,21.375,21.2916666666667,21.325,20.8291666666667,18.4625,18.9583333333333,17.9571428571429,17.6952380952381,17.4291666666667,17.2208333333333,18.1083333333333,17.7375
208,21.2,21.4,21.2416666666667,20.7291666666667,20.9083333333333,20.2791666666667,19.675,19.25,21.2,21.4,21.2416666666667,20.7291666666667,18.8375,18.8208333333333,18.0217391304348,17.9708333333333,17.7708333333333,17.2125,18.025,16.8458333333333
209,21.3416666666667,21.2291666666667,21.3208333333333,20.8875,21.1833333333333,20.6458333333333,19.7583333333333,19.0041666666667,21.3416666666667,21.2291666666667,21.3208333333333,20.8875,18.8416666666667,19.4583333333333,18.1545454545455,18.0863636363636,17.9833333333333,17.4541666666667,17.7833333333333,17.2791666666667
210,21.4791666666667,21.4708333333333,21.4375,20.8166666666667,21.2583333333333,20.9916666666667,20.1625,19.0333333333333,21.4791666666667,21.4708333333333,21.4375,20.8166666666667,19.0291666666667,19.2875,18.3652173913043,18.3125,17.825,17.3833333333333,17.65,18.3083333333333
211,21.3625,21.4125,21.2875,20.7333333333333,21.2958333333333,20.4958333333333,19.9125,19.1708333333333,21.3625,21.4125,21.2875,20.7333333333333,19.025,18.8875,18.6608695652174,18.4708333333333,17.9125,17.2363636363636,17.7916666666667,17.6083333333333
212,21.2416666666667,21.2208333333333,21.275,21.0041666666667,21.1791666666667,20.2541666666667,20.0416666666667,18.9541666666667,21.2416666666667,21.2208333333333,21.275,21.0041666666667,19.11,19,18.5958333333333,18.3708333333333,17.7208333333333,17.5375,17.8291666666667,16.4791666666667
213,21.5166666666667,21.4333333333333,21.375,21.1083333333333,21.2521739130435,20.2208333333333,20.025,19.1208333333333,21.5166666666667,21.4333333333333,21.375,21.1083333333333,19.0833333333333,19.4208333333333,18.6619047619048,18.4,17.8708333333333,17.8375,17.8625,16.4541666666667
214,21.5375,21.5666666666667,21.525,21.0791666666667,21.35,20.1458333333333,19.9,19.3333333333333,21.5375,21.5666666666667,21.525,21.0791666666667,19.35,19.6541666666667,18.6045454545455,18.2565217391304,18.1875,17.9708333333333,18.1541666666667,16.6625
215,21.7583333333333,21.6666666666667,21.7291666666667,21.0791666666667,21.3916666666667,20.3833333333333,19.95,19.3333333333333,21.7583333333333,21.6666666666667,21.7291666666667,21.0791666666667,19.5291666666667,20.0208333333333,18.4708333333333,18.4083333333333,18.2916666666667,18.1541666666667,18.2375,15.7208333333333
216,21.9916666666667,21.9791666666667,22.1166666666667,21.2875,21.3208333333333,20.7208333333333,20.3125,19.6208333333333,21.9916666666667,21.9791666666667,22.1166666666667,21.2875,19.5791666666667,20.0458333333333,18.7136363636364,18.7478260869565,18.4041666666667,18.2708333333333,18.2416666666667,17.1458333333333
217,22.1833333333333,22.2291666666667,22.3208333333333,21.2791666666667,21.3208333333333,20.5125,19.975,19.7833333333333,22.1833333333333,22.2291666666667,22.3208333333333,21.2791666666667,19.6625,20.0958333333333,18.985,18.85,18.6041666666667,18.125,18.2666666666667,18.3041666666667
218,22.2708333333333,22.3875,22.2708333333333,21.5833333333333,21.2583333333333,20.3541666666667,19.975,19.8,22.2708333333333,22.3875,22.2708333333333,21.5833333333333,19.6458333333333,20.1583333333333,19.075,18.96,18.7208333333333,17.9666666666667,18.4,18.3541666666667
219,22.3,22.3375,22.3041666666667,21.7166666666667,21.2666666666667,20.4041666666667,20.05,19.7708333333333,22.3,22.3375,22.3041666666667,21.7166666666667,19.7666666666667,20.1958333333333,19.3047619047619,19.195,18.5041666666667,17.9875,18.6791666666667,17.9458333333333
220,22.1708333333333,22.0583333333333,22.3208333333333,21.6666666666667,21.3416666666667,20.4875,20.1375,20.0916666666667,22.1708333333333,22.0583333333333,22.3208333333333,21.6666666666667,19.7916666666667,20.05,19.5173913043478,19.2708333333333,18.4166666666667,18.2666666666667,18.8291666666667,18.5916666666667
221,21.9916666666667,21.9041666666667,22.4666666666667,21.6166666666667,21.475,20.8041666666667,20.7416666666667,19.4875,21.9916666666667,21.9041666666667,22.4666666666667,21.6166666666667,20.0083333333333,20.3625,19.4095238095238,19.0863636363636,18.5333333333333,18.3791666666667,19.0166666666667,18.6791666666667
222,21.9291666666667,22.175,22.3666666666667,21.7291666666667,21.5416666666667,20.8291666666667,20.5166666666667,19.05,21.9291666666667,22.175,22.3666666666667,21.7291666666667,20.0625,20.4125,19.2857142857143,18.8761904761905,18.5375,18.35,18.85,18.1458333333333
223,21.6916666666667,22.1666666666667,22.2458333333333,21.4708333333333,21.5208333333333,20.5916666666667,20.4666666666667,18.7666666666667,21.6916666666667,22.1666666666667,22.2458333333333,21.4708333333333,20.075,20.0458333333333,19.0791666666667,18.9125,18.6375,18.3625,19.025,17.3916666666667
224,21.6958333333333,21.95,22.175,21.2954545454545,21.5083333333333,20.775,20.4625,19.075,21.6958333333333,21.95,22.175,21.2954545454545,19.95,20.0625,19.1608695652174,19,18.7125,18.1083333333333,19.1,18.1291666666667
225,21.9625,22.15,22.2041666666667,21.3,21.5541666666667,21.2,21.0875,19.5208333333333,21.9625,22.15,22.2041666666667,21.3,20.0833333333333,20.6583333333333,19.2333333333333,19.0458333333333,18.5333333333333,18.0083333333333,18.8458333333333,18.325
226,22.3083333333333,22.2375,22.225,21.5791666666667,21.5291666666667,20.9208333333333,20.7125,19.4166666666667,22.3083333333333,22.2375,22.225,21.5791666666667,20.1916666666667,20.2958333333333,19.3619047619048,19.2,18.4291666666667,17.9333333333333,18.95,18.2666666666667
227,22.0958333333333,22.1875,22.1583333333333,21.5208333333333,21.4125,20.6375,20.2958333333333,19.2833333333333,22.0958333333333,22.1875,22.1583333333333,21.5208333333333,19.9375,20.0291666666667,19.3409090909091,19.1227272727273,18.4041666666667,18.5166666666667,18.9333333333333,18.7833333333333
228,21.9916666666667,21.8916666666667,22.1625,21.5125,21.3291666666667,20.7458333333333,19.9791666666667,19.1083333333333,21.9916666666667,21.8916666666667,22.1625,21.5125,19.8541666666667,19.9875,19.1782608695652,19.0347826086957,18.6083333333333,18.7208333333333,18.8458333333333,19.0375
229,21.6416666666667,21.5666666666667,22.0333333333333,21.6166666666667,21.4833333333333,21.0208333333333,20.0375,19.3458333333333,21.6416666666667,21.5666666666667,22.0333333333333,21.6166666666667,19.8,19.9291666666667,19.2181818181818,18.9818181818182,18.9125,18.7291666666667,19.0958333333333,18.8458333333333
230,21.425,21.6541666666667,21.9916666666667,21.7416666666667,21.675,21.1291666666667,20.7958333333333,19.9291666666667,21.425,21.6541666666667,21.9916666666667,21.7416666666667,20.0375,19.975,19.2136363636364,18.9136363636364,19.2083333333333,18.6875,19.1416666666667,18.6166666666667
231,21.35,21.7541666666667,22,21.5708333333333,21.6166666666667,20.7125,20.575,20.3166666666667,21.35,21.7541666666667,22,21.5708333333333,19.925,20.0125,19.175,19.1916666666667,19.1416666666667,18.65,18.7916666666667,18.2958333333333
232,21.4166666666667,21.875,22.0541666666667,21.3708333333333,21.5166666666667,21.0125,20.5333333333333,20.1625,21.4166666666667,21.875,22.0541666666667,21.3708333333333,19.9833333333333,20.4875,19.4869565217391,19.4782608695652,18.9791666666667,18.2166666666667,19.45,17.2916666666667
233,21.4652173913043,21.9375,21.9958333333333,21.4083333333333,21.4208333333333,20.5875,20.0916666666667,20.1125,21.4652173913043,21.9375,21.9958333333333,21.4083333333333,19.9625,19.7916666666667,19.6391304347826,19.4652173913043,18.75,18.1041666666667,19.3541666666667,17.3083333333333
234,21.3958333333333,21.6875,21.9583333333333,21.5708333333333,21.6083333333333,21.0125,20.175,19.9875,21.3958333333333,21.6875,21.9583333333333,21.5708333333333,19.725,19.7541666666667,19.5541666666667,19.3375,18.55,18.7875,19.175,17.7791666666667
235,21.4791666666667,21.7291666666667,21.9416666666667,21.5125,21.6958333333333,21.2125,21.0208333333333,19.9708333333333,21.4791666666667,21.7291666666667,21.9416666666667,21.5125,19.7458333333333,19.9875,19.4458333333333,19.1791666666667,18.7916666666667,18.7913043478261,19.3208333333333,18.775
236,21.5625,21.7958333333333,21.9,21.2625,21.5166666666667,20.775,20.8833333333333,20.0916666666667,21.5625,21.7958333333333,21.9,21.2625,19.8916666666667,19.8625,19.3333333333333,19.0375,19.0625,18.665,19.1333333333333,18.6583333333333
237,21.45,21.6041666666667,21.8583333333333,21.1916666666667,21.325,20.525,20.65,19.85,21.45,21.6041666666667,21.8583333333333,21.1916666666667,19.7958333333333,19.7666666666667,19.125,18.9166666666667,19.0791666666667,18.6869565217391,19.0291666666667,18.4666666666667
238,21.3791666666667,21.4875,21.8458333333333,21.2541666666667,21.2333333333333,21,20.9791666666667,19.8,21.3791666666667,21.4875,21.8458333333333,21.2541666666667,19.6875,20.2291666666667,19,19.1916666666667,18.9041666666667,18.68125,19.0625,18.7333333333333
239,21.3208333333333,21.6916666666667,22.1416666666667,21.5583333333333,21.4291666666667,21.1875,20.9916666666667,19.975,21.3208333333333,21.6916666666667,22.1416666666667,21.5583333333333,19.8791666666667,20.8166666666667,19.4,19.3083333333333,18.9125,18.52,19.2291666666667,18.8416666666667
240,21.4666666666667,21.8916666666667,22.1833333333333,21.3875,21.4375,21.1125,20.6130434782609,20.5708333333333,21.4666666666667,21.8916666666667,22.1833333333333,21.3875,20.0791666666667,20.1791666666667,19.5,19.2833333333333,18.8541666666667,18.4590909090909,19.3625,18.8291666666667
241,21.7041666666667,22.075,22.025,21.4375,21.325,21.0458333333333,20.6666666666667,20.2416666666667,21.7041666666667,22.075,22.025,21.4375,19.7833333333333,19.8458333333333,19.3791666666667,19.2541666666667,18.7041666666667,18.5375,19.9875,18.225
