day,BON,TDA,JDA,MCN,IHR,LMN,LGS,LWG,BON,TDA,JDA,MCN,PRD,WAN,RIS,RRH,WEL,CHJ,GCL,CIBW
100,8.52083333333333,8.85416666666667,8.85,8.42083333333333,9.3,9.1625,8.6125,7.60833333333333,8.52083333333333,8.85416666666667,8.85,8.42083333333333,6.8,6.32916666666667,5.83,5.425,4.8,3.84583333333333,3.39583333333333,5.77083333333333
101,8.8875,9.00833333333333,8.92916666666667,8.8125,9.35,8.675,8.1,7.46666666666667,8.8875,9.00833333333333,8.92916666666667,8.8125,6.9,6.375,5.79130434782609,5.4125,4.9,3.84583333333333,3.47083333333333,6.68333333333333
102,9.18333333333334,9.1625,9.03333333333333,9.2,9.04166666666667,8.3125,7.92916666666667,7.575,9.18333333333334,9.1625,9.03333333333333,9.2,7.02916666666667,6.65833333333333,5.87916666666667,5.59565217391304,5.1,3.95833333333333,3.50833333333333,6.74583333333334
103,9.2375,9.15833333333333,9.01666666666667,9.475,8.68333333333333,8.2,7.87916666666667,8.00416666666666,9.2375,9.15833333333333,9.01666666666667,9.475,6.87083333333333,6.59583333333333,6,5.59565217391304,5,3.90833333333333,3.5625,6.65833333333333
104,9.175,9.09166666666666,9.01666666666667,9.08333333333333,8.47083333333333,8.05416666666667,7.87916666666667,8.4375,9.175,9.09166666666666,9.01666666666667,9.08333333333333,6.8,6.39166666666667,5.905,5.60434782608696,5.1,3.99166666666667,3.6,6.70416666666667
105,9.09166666666666,9.15,9.22083333333333,8.925,8.35416666666667,8.02916666666667,8.09583333333333,8.775,9.09166666666666,9.15,9.22083333333333,8.925,6.86666666666666,6.8,5.84761904761905,5.55454545454545,4.9,4.09166666666667,3.7125,6.58333333333333
106,9.24166666666667,9.475,9.47916666666667,8.6,8.49166666666667,8.35,8.65416666666667,8.9625,9.24166666666667,9.475,9.47916666666667,8.6,7.2625,7.02083333333333,5.84761904761905,5.49166666666667,5,4.14166666666667,3.77083333333333,6.41666666666667
107,9.58333333333334,9.87083333333333,9.50833333333333,8.71666666666667,8.70416666666667,8.80833333333333,9.19166666666667,9.05,9.58333333333334,9.87083333333333,9.50833333333333,8.71666666666667,7.1,6.74166666666667,5.95909090909091,5.66086956521739,5,4.2,3.8625,6.67083333333333
108,10.0291666666667,10.1166666666667,9.7875,8.92083333333333,9.0875,9.33333333333333,9.60833333333333,9.37916666666667,10.0291666666667,10.1166666666667,9.7875,8.92083333333333,7.51666666666666,7.19583333333333,6.12272727272727,5.76086956521739,5.3,4.32083333333333,4.22083333333333,6.62083333333333
109,10.4375,10.4458333333333,9.97916666666667,9.26666666666667,9.65833333333333,9.85833333333333,9.79166666666667,9.77916666666667,10.4375,10.4458333333333,9.97916666666667,9.26666666666667,7.61666666666667,7.06666666666667,6.2375,5.83181818181818,5.4,4.35833333333334,4.35416666666667,6.5375
110,10.7,10.6166666666667,10.2458333333333,9.77083333333334,10.1458333333333,10.125,9.9375,10.3333333333333,10.7,10.6166666666667,10.2458333333333,9.77083333333334,7.94166666666667,7.27083333333333,6.33478260869565,5.79583333333333,5.5,4.57916666666667,4.3625,6.73333333333333
111,10.8375,10.7125,10.2583333333333,10.075,10.4,10.2291666666667,10.2125,10.725,10.8375,10.7125,10.2583333333333,10.075,8.06666666666667,7.45833333333333,6.5047619047619,6.03636363636364,5.9,4.74583333333333,4.4125,6.80416666666667
112,10.8416666666667,10.7666666666667,10.3541666666667,10.5041666666667,10.5916666666667,10.5833333333333,10.8291666666667,10.1333333333333,10.8416666666667,10.7666666666667,10.3541666666667,10.5041666666667,8.01666666666667,7.44166666666667,6.65833333333333,6.33333333333333,6.2,4.67916666666667,4.98333333333333,6.87916666666667
113,10.9333333333333,10.9291666666667,10.4166666666667,10.875,10.9458333333333,11.1625,11.0125,9.86666666666667,10.9333333333333,10.9291666666667,10.4166666666667,10.875,7.84166666666667,7.45416666666667,6.46,6.50454545454546,6.3,4.82083333333334,5.225,7.05833333333333
114,11.0958333333333,10.9916666666667,10.75,11.025,11.4541666666667,11.2708333333333,10.6166666666667,9.99166666666667,11.0958333333333,10.9916666666667,10.75,11.025,7.98571428571428,7.64166666666667,6.94761904761905,6.74761904761905,6.2,4.99166666666667,5.09166666666667,7.3125
115,11.1166666666667,11.25,11.2375,11.0458333333333,11.5666666666667,10.8625,10.25,10.2208333333333,11.1166666666667,11.25,11.2375,11.0458333333333,,7.79166666666667,7.1695652173913,6.85652173913043,5.8,5.05416666666667,5.20833333333333,7.57083333333333
116,11.3458333333333,11.5625,11.4958333333333,10.9083333333333,11.2166666666667,10.675,10.3166666666667,10.15,11.3458333333333,11.5625,11.4958333333333,10.9083333333333,7.96666666666667,7.55833333333333,7.0125,6.67727272727273,5.8,5.30416666666667,5.64166666666667,8.06666666666667
117,11.4916666666667,11.7083333333333,11.65,10.8458333333333,10.9708333333333,10.7375,10.3291666666667,9.91666666666667,11.4916666666667,11.7083333333333,11.65,10.8458333333333,8.04583333333333,7.66666666666666,6.9875,6.68333333333333,6.3,5.30416666666667,5.40416666666667,8.1
118,11.6208333333333,11.7708333333333,11.7166666666667,10.625,10.8666666666667,10.6125,10.1208333333333,9.68333333333333,11.6208333333333,11.7708333333333,11.7166666666667,10.625,7.93333333333333,7.74583333333333,6.9625,6.70454545454545,6.3,5.425,5.71666666666667,8.34166666666667
119,11.8791666666667,11.8416666666667,11.8208333333333,10.4166666666667,10.9041666666667,10.5291666666667,9.9375,9.7625,11.8791666666667,11.8416666666667,11.8208333333333,10.4166666666667,8.05416666666667,7.79583333333333,6.94782608695652,6.82083333333334,6.2,5.63333333333333,6.41666666666667,8.18333333333334
120,12.0375,11.8208333333333,11.6833333333333,10.425,10.8416666666667,10.3583333333333,9.89583333333333,9.74166666666667,12.0375,11.8208333333333,11.6833333333333,10.425,7.89,7.78,7.14090909090909,6.9,6.5,5.52083333333333,7.15416666666667,7.975
121,12.025,11.7833333333333,11.5625,10.2041666666667,10.7958333333333,10.375,10.0416666666667,9.87916666666667,12.025,11.7833333333333,11.5625,10.2041666666667,7.90416666666667,7.7375,6.84117647058823,6.82380952380952,6.3,5.88333333333333,7.71666666666667,8.0375
122,11.8875,11.6,11.2916666666667,10.2208333333333,10.7583333333333,10.3875,10.0708333333333,9.9375,11.8875,11.6,11.2916666666667,10.2208333333333,7.95833333333333,7.64166666666666,7.26086956521739,7.02916666666666,6.4,6.42916666666667,7.70833333333333,8.1125
123,11.8166666666667,11.6,11.3541666666667,10.2708333333333,10.7708333333333,10.5208333333333,10.2208333333333,10.0125,11.8166666666667,11.6,11.3541666666667,10.2708333333333,8.09583333333333,8.2,7.03,6.9875,6.9,6.95416666666667,7.80416666666667,8.20416666666667
124,11.8666666666667,11.75,11.3916666666667,10.4916666666667,10.925,10.5833333333333,10.3958333333333,10.45,11.8666666666667,11.75,11.3916666666667,10.4916666666667,8.39166666666667,8.3,7.41363636363636,7.21304347826087,7.9,7.17916666666666,8.36666666666667,8.12083333333333
125,12.1375,11.8833333333333,11.4583333333333,10.7416666666667,11.125,10.8375,10.6666666666667,11.1083333333333,12.1375,11.8833333333333,11.4583333333333,10.7416666666667,8.65,8.88333333333333,7.94583333333333,7.8125,7.9,7.37083333333333,8.675,8.15416666666667
126,12.3583333333333,12.0125,11.5833333333333,11.1083333333333,11.3166666666667,11.0083333333333,10.7958333333333,11.8041666666667,12.3583333333333,12.0125,11.5833333333333,11.1083333333333,8.85416666666667,8.94166666666667,8.51818181818182,8.30434782608696,8.4,7.70416666666667,8.29583333333333,8.4375
127,12.5,12.2,11.9291666666667,11.3708333333333,11.5541666666667,11.2125,11.575,12.475,12.5,12.2,11.9291666666667,11.3708333333333,9.08333333333333,9.15,8.95833333333333,8.7304347826087,8.7,7.925,8.32916666666666,8.78333333333333
128,12.6416666666667,12.4083333333333,12.1125,11.5875,11.7625,11.6875,12.0583333333333,12.7208333333333,12.6416666666667,12.4083333333333,12.1125,11.5875,9.34583333333333,9.6375,9.29047619047619,8.99130434782609,8.7,7.97083333333333,8.51666666666667,9.025
129,12.8708333333333,12.5958333333333,12.7,11.8333333333333,12.0166666666667,12.2541666666667,12.6173913043478,12.4125,12.8708333333333,12.5958333333333,12.7,11.8333333333333,9.58333333333333,9.9375,9.43478260869565,9.11304347826087,8.8,8.14166666666667,8.65416666666666,9.28333333333333
130,12.9125,12.825,12.5291666666667,11.975,12.4708333333333,12.8375,13.325,11.95,12.9125,12.825,12.5291666666667,11.975,10.025,10.325,9.61904761904762,9.48260869565217,9,8.00833333333333,8.83333333333333,9.67916666666667
131,13.1916666666667,12.9708333333333,12.6958333333333,12.1666666666667,13.0791666666667,13.3541666666667,13.325,11.9666666666667,13.1916666666667,12.9708333333333,12.6958333333333,12.1666666666667,10.425,10.4666666666667,9.8,9.54090909090909,8.9,8.475,8.85,10.0833333333333
132,13.2958333333333,13.1916666666667,12.85,12.4083333333333,13.7958333333333,13.6625,13.175,11.95,13.2958333333333,13.1916666666667,12.85,12.4083333333333,10.7541666666667,10.4875,9.98095238095238,9.70869565217391,9.6,8.8375,9.1875,10.4875
133,13.4041666666667,13.3666666666667,13.0708333333333,12.8375,14.1958333333333,13.4166666666667,12.9166666666667,12.0583333333333,13.4041666666667,13.3666666666667,13.0708333333333,12.8375,10.8125,10.725,10.0083333333333,9.72608695652174,10,9.075,9.31666666666667,10.6958333333333
134,13.4416666666667,13.45,13.2541666666667,13.3291666666667,13.9958333333333,13.0041666666667,12.8208333333333,12.175,13.4416666666667,13.45,13.2541666666667,13.3291666666667,10.7791666666667,10.5333333333333,9.96666666666667,10.0545454545455,9.5,8.875,9.35416666666667,10.8208333333333
135,13.3583333333333,13.45,13.3291666666667,13.1541666666667,13.475,12.7833333333333,12.5875,12.0958333333333,13.3583333333333,13.45,13.3291666666667,13.1541666666667,10.6125,10.5125,10.1684210526316,10.0571428571429,9.2,8.96666666666667,9.39166666666667,10.9458333333333
136,13.4333333333333,13.45,13.375,12.8416666666667,13.2625,12.6791666666667,12.5791666666667,11.9791666666667,13.4333333333333,13.45,13.375,12.8416666666667,10.4583333333333,10.3791666666667,10.0409090909091,9.85909090909091,9.4,9.3375,9.275,11.5541666666667
137,13.4291666666667,13.5291666666667,13.4375,12.5166666666667,13.0541666666667,12.6291666666667,12.3291666666667,11.55,13.4291666666667,13.5291666666667,13.4375,12.5166666666667,10.5916666666667,10.4333333333333,9.8,9.67916666666667,9.8,9.6375,9.45,11.4208333333333
138,13.6041666666667,13.7375,13.6791666666667,12.4041666666667,12.9416666666667,12.3958333333333,12.1166666666667,11.2375,13.6041666666667,13.7375,13.6791666666667,12.4041666666667,10.7208333333333,10.7708333333333,9.98695652173913,9.92083333333333,9.9,9.425,9.97083333333333,11.1291666666667
139,13.8291666666667,13.8416666666667,13.6166666666667,12.5625,12.925,12.3291666666667,11.8875,10.7416666666667,13.8291666666667,13.8416666666667,13.6166666666667,12.5625,10.6,10.4,10.3416666666667,10.2869565217391,10.1,9.3,10.3125,10.7208333333333
140,13.8375,13.5625,13.2833333333333,12.8708333333333,12.8666666666667,12.075,11.6541666666667,10.7791666666667,13.8375,13.5625,13.2833333333333,12.8708333333333,10.6666666666667,10.6458333333333,10.6190476190476,10.5291666666667,10.2,10,11.1666666666667,10.5333333333333
